Customer_ID,First_Name,Last_Name,Gender,Age,State,Account_Type,Account_Balance,Credit_Score,Email_Opt_In,Has_Loan,Join_Date,Loan_Amount,Business_Type,Transaction_Type,Pay_On_Time,Recent_Transaction_Amount,Transaction_Time,Transaction_Location,Avg_Monthly_Transaction,Device_Type,Account_Age_Years,Risk_Score,Is_Fraudulent,transaction_amount_usd
CUST00360,William,Jones,Female,43.0,NY,Savings,55217.09,696.0,False,False,2021-04-18,0.0,Big,Transfer,Yes,1520.11,2025-06-15 19:27:00,"Philadelphia, PA",7013.12,ATM,4.2,0.063,0,2697.24
CUST00181,Robert,Brown,Male,43.0,FL,Savings,32132.15,735.0,True,True,2008-11-11,63651.65,Large,Payment,Yes,303.55,2025-06-15 05:40:00,"Philadelphia, PA",5665.78,ATM,16.6,0.153,0,7977.62
CUST00521,Mary,Rodriguez,Male,67.0,CA,Investment,80417.3,832.0,False,False,2002-06-01,0.0,Big,Withdrawal,No,2992.28,2025-06-15 02:40:00,"San Diego, CA",2559.3,ATM,23.1,0.346,0,3110.52
CUST00766,Mary,Smith,Male,40.0,NC,Credit,7334.39,832.0,False,True,2009-03-14,10472.86,Small,Deposit,Yes,691.42,2025-06-15 19:45:00,"San Jose, CA",3643.4,Mobile,16.3,0.0,0,4557.65
CUST00933,Elizabeth,Miller,Other,71.0,FL,Investment,83104.63,423.0,True,False,2002-08-14,0.0,Small,Deposit,Yes,1362.97,2025-06-15 23:41:00,"Dallas, TX",8362.6,Web,22.9,0.501,0,126.09
CUST00027,James,Brown,Other,55.0,OH,Savings,26940.38,597.0,True,False,2004-09-20,0.0,Large,Purchase,No,1287.11,2025-06-15 13:15:00,"Philadelphia, PA",6442.12,Web,20.8,0.54,0,733.74
CUST00669,Michael,Garcia,Male,75.0,NC,Credit,94735.06,571.0,False,True,2018-10-17,3595.8,Big,Withdrawal,Yes,4483.71,2025-06-15 20:48:00,"Chicago, IL",8735.07,ATM,6.7,0.072,0,3931.01
CUST00655,William,Jones,Female,50.0,NY,Credit,37731.87,455.0,True,True,2012-02-13,3606.51,Large,Withdrawal,No,1318.31,2025-06-15 02:32:00,"Los Angeles, CA",8810.4,ATM,13.4,0.441,0,4804.59
CUST00222,Elizabeth,Rodriguez,Other,70.0,GA,Credit,62447.74,400.0,True,False,2011-07-16,0.0,Small,Withdrawal,Yes,4.62,2025-06-15 09:03:00,"Chicago, IL",8471.57,ATM,14.0,0.36,0,6004.21
CUST00415,Elizabeth,Miller,Male,50.0,MI,Savings,90067.17,799.0,False,True,2002-04-04,80356.4,Large,Transfer,No,3352.03,2025-06-15 11:38:00,"San Antonio, TX",7893.87,Mobile,23.3,0.275,0,2923.71
CUST00180,Elizabeth,Williams,Female,22.0,PA,Checking,93208.23,680.0,False,False,2012-02-11,0.0,Large,Payment,Yes,3536.0,2025-06-15 22:37:00,"New York, NY",6516.61,ATM,13.4,0.131,0,6952.87
CUST00373,Linda,Smith,Female,49.0,OH,Checking,80704.33,762.0,False,False,2022-11-06,0.0,Large,Withdrawal,No,1376.41,2025-06-15 14:15:00,"San Antonio, TX",3503.75,ATM,2.7,0.463,0,8602.62
CUST00477,William,Jones,Other,48.0,NY,Investment,80762.28,700.0,True,True,2005-03-18,44423.66,Small,Payment,No,1047.67,2025-06-15 03:04:00,"Chicago, IL",5163.35,Web,20.3,0.222,0,7800.71
CUST00031,Patricia,Martinez,Other,50.0,GA,Investment,83154.01,684.0,False,False,2011-04-10,0.0,Big,Purchase,Yes,2463.62,2025-06-15 16:03:00,"San Jose, CA",8078.43,ATM,14.2,0.254,0,405.79
CUST00926,Jennifer,Williams,Female,66.0,TX,Investment,96338.35,544.0,False,False,2011-06-04,0.0,Small,Deposit,No,4829.62,2025-06-15 04:56:00,"New York, NY",5066.23,Web,14.1,0.2,0,4810.26
CUST00828,Elizabeth,Smith,Other,29.0,CA,Checking,73561.49,819.0,True,False,2007-02-17,0.0,Big,Purchase,Yes,3810.19,2025-06-15 07:36:00,"Chicago, IL",2474.67,Web,18.4,0.177,0,1058.25
CUST00996,Michael,Martinez,Other,18.0,MI,Credit,43143.12,401.0,False,False,2001-09-07,0.0,Big,Transfer,Yes,3157.75,2025-06-15 01:46:00,"San Jose, CA",7903.92,Mobile,23.8,0.064,0,2428.03
CUST00327,Robert,Brown,Other,20.0,IL,Credit,86077.14,516.0,False,False,2016-05-09,0.0,Big,Purchase,No,1811.28,2025-06-15 09:11:00,"Los Angeles, CA",9569.37,Mobile,9.2,0.292,0,9866.76
CUST00321,Mary,Brown,Other,26.0,MI,Checking,22087.71,522.0,False,False,2022-06-13,0.0,Big,Transfer,Yes,3887.6,2025-06-15 00:02:00,"San Antonio, TX",8089.95,Mobile,3.1,0.11,0,1433.53
CUST00254,Linda,Williams,Other,54.0,CA,Credit,60435.39,764.0,True,True,2003-01-07,83651.42,Large,Withdrawal,Yes,49.24,2025-06-15 13:27:00,"Houston, TX",964.73,Web,22.5,0.543,0,4993.89
CUST00991,Elizabeth,Martinez,Other,22.0,TX,Checking,54986.48,823.0,True,False,2002-07-06,0.0,Large,Payment,Yes,4729.67,2025-06-15 00:49:00,"Dallas, TX",9418.84,Web,23.0,0.248,0,6185.38
CUST00497,Jennifer,Rodriguez,Other,41.0,TX,Savings,99935.41,373.0,False,True,2018-10-24,70747.78,Small,Payment,Yes,244.96,2025-06-15 06:14:00,"Philadelphia, PA",6147.7,Web,6.7,0.576,0,7027.63
CUST00067,Linda,Martinez,Other,67.0,TX,Credit,34222.16,619.0,False,False,2003-10-13,0.0,Large,Withdrawal,No,75.39,2025-06-15 02:52:00,"Philadelphia, PA",7381.83,Mobile,21.7,0.18,0,5600.89
CUST00023,Linda,Brown,Female,19.0,FL,Savings,20802.04,458.0,False,True,2014-11-25,77625.2,Small,Purchase,No,3950.21,2025-06-15 13:02:00,"San Jose, CA",2000.22,Mobile,10.6,0.171,0,107.61
CUST00543,Mary,Jones,Other,19.0,OH,Savings,39888.91,724.0,True,False,2008-07-01,0.0,Small,Payment,No,1592.42,2025-06-15 05:55:00,"Chicago, IL",4730.05,Web,17.0,0.225,0,3271.35
CUST00814,John,Garcia,Male,59.0,PA,Credit,33298.23,426.0,True,False,2005-10-05,0.0,Large,Deposit,Yes,3823.07,2025-06-15 15:52:00,"Philadelphia, PA",2615.81,Web,19.8,0.005,0,5181.94
CUST00511,Jennifer,Martinez,Female,26.0,PA,Credit,64490.21,519.0,True,True,2022-03-31,49233.35,Small,Payment,Yes,2372.67,2025-06-15 10:33:00,"New York, NY",9188.53,ATM,3.3,0.0,0,887.79
CUST00497,Jennifer,Rodriguez,Other,41.0,TX,Savings,99935.41,373.0,False,True,2018-10-24,33789.1,Small,Purchase,No,2207.42,2025-06-15 05:57:00,"New York, NY",934.98,Mobile,6.7,0.268,0,3512.76
CUST00049,Patricia,Garcia,Other,79.0,OH,Checking,9191.11,359.0,False,True,2007-10-12,55040.26,Small,Transfer,No,449.16,2025-06-15 10:40:00,"Phoenix, AZ",782.74,Mobile,17.7,0.373,0,341.7
CUST00032,Linda,Brown,Male,29.0,IL,Checking,30846.95,471.0,True,True,2009-05-13,,Small,Payment,No,3274.76,2025-06-15 08:38:00,"New York, NY",7991.74,Mobile,16.1,0.298,0,795.0
CUST00942,Michael,Smith,,33.0,GA,Savings,66730.45,408.0,True,True,2012-07-30,18928.32,Big,Purchase,Yes,4800.01,2025-06-15 03:08:00,"San Antonio, TX",9593.28,Mobile,12.9,0.397,0,3975.26
CUST00229,Robert,Jones,Male,47.0,NY,Credit,6755.25,530.0,True,False,2007-08-24,0.0,Big,Deposit,Yes,4187.45,2025-06-15 23:07:00,"Chicago, IL",123.31,Web,17.9,0.116,0,1335.83
CUST00889,Jennifer,Brown,Female,56.0,GA,Investment,44692.23,374.0,False,False,2017-11-26,0.0,Small,Withdrawal,Yes,2279.08,2025-06-15 22:15:00,"Phoenix, AZ",4681.86,Web,7.6,0.027,0,5679.73
CUST00595,James,Garcia,Male,75.0,CA,Credit,3583.03,803.0,True,False,2011-06-27,0.0,Small,Withdrawal,Yes,3040.42,2025-06-15 00:55:00,"New York, NY",2200.48,Mobile,14.0,0.587,0,6897.76
CUST00818,John,Miller,Male,48.0,MI,Investment,40385.81,631.0,False,True,2010-03-08,20435.73,Large,Payment,No,3518.02,2025-06-15 08:22:00,"Los Angeles, CA",389.58,Mobile,15.3,0.398,0,8007.86
CUST00878,Linda,Garcia,Female,62.0,TX,Checking,44998.44,329.0,False,False,2007-01-19,0.0,Large,Purchase,Yes,3338.17,2025-06-15 02:45:00,"San Antonio, TX",8751.46,Web,18.5,0.226,0,2009.5
CUST00981,Robert,Jones,Female,22.0,FL,Investment,95152.71,416.0,True,False,2008-02-09,0.0,Large,Withdrawal,No,4483.15,2025-06-15 22:36:00,"San Jose, CA",2541.04,Mobile,17.4,0.407,0,1683.15
CUST00074,Linda,Rodriguez,Male,45.0,OH,Credit,69680.5,830.0,True,False,2005-09-23,0.0,Big,Deposit,No,3023.01,2025-06-15 13:27:00,"Dallas, TX",8561.01,Web,19.8,0.393,0,1054.63
CUST00063,John,Brown,Male,21.0,GA,Checking,62118.49,376.0,False,True,2013-05-29,10432.02,Big,Purchase,Yes,3803.65,2025-06-15 03:24:00,"Philadelphia, PA",1885.3,Web,12.1,0.0,0,6367.94
CUST00812,William,Williams,Male,62.0,MI,Checking,2184.03,793.0,True,False,2010-04-22,0.0,Large,Withdrawal,Yes,1589.5,2025-06-15 04:32:00,"Dallas, TX",6403.58,ATM,15.2,0.277,0,7067.69
CUST00330,Jennifer,Johnson,Male,76.0,MI,Credit,30029.63,489.0,True,True,2006-10-04,47928.04,Big,Payment,Yes,883.96,2025-06-15 06:43:00,"Chicago, IL",4031.73,ATM,18.8,0.325,0,325.55
CUST00372,Patricia,Davis,Other,54.0,NC,Savings,60359.42,512.0,False,False,2005-12-01,0.0,Small,Withdrawal,No,296.16,2025-06-15 09:27:00,"Houston, TX",8854.82,ATM,19.6,0.462,0,9362.76
CUST00999,Linda,Garcia,Female,64.0,IL,Savings,95470.54,706.0,False,False,2009-08-06,,Small,Payment,Yes,2265.17,2025-06-15 17:21:00,"Dallas, TX",942.56,Mobile,15.9,0.362,0,529.19
CUST00954,William,Smith,Other,25.0,GA,Credit,,408.0,True,True,2013-02-25,87583.81,Big,Deposit,Yes,3795.98,2025-06-15 05:14:00,"Dallas, TX",7748.78,Mobile,12.4,0.662,0,5417.55
CUST00194,William,Jones,Other,49.0,MI,Savings,60649.58,831.0,False,True,2004-01-01,77565.92,Small,Transfer,No,4892.34,2025-06-15 14:23:00,"Chicago, IL",2092.34,Web,21.5,0.0,0,7093.51
CUST00677,John,Martinez,Female,21.0,OH,Investment,99015.82,423.0,False,True,2012-12-27,15208.48,Big,Purchase,Yes,1812.28,2025-06-15 22:39:00,"New York, NY",9747.39,ATM,12.5,0.592,0,8710.98
CUST00046,Patricia,Smith,Female,79.0,MI,Credit,60847.98,592.0,False,True,2021-08-19,97011.19,Large,Withdrawal,Yes,1769.73,2025-06-15 22:24:00,"Houston, TX",4886.83,ATM,3.9,0.02,0,7143.73
CUST00768,Michael,Davis,Male,52.0,FL,Investment,88265.1,804.0,True,True,2009-09-22,56127.1,Big,Transfer,No,3621.35,2025-06-15 08:59:00,"Philadelphia, PA",7357.53,Web,15.8,0.271,0,8019.26
CUST00487,James,Miller,Female,20.0,NY,Checking,72437.92,804.0,False,True,2016-07-08,36014.86,Small,Payment,No,3963.64,2025-06-15 00:59:00,"Phoenix, AZ",3670.0,Web,9.0,0.379,0,3401.11
CUST00722,Patricia,Williams,Male,,IL,Credit,9207.33,764.0,True,False,2016-10-04,0.0,Big,Transfer,No,2945.94,2025-06-15 04:18:00,"San Jose, CA",6449.29,Mobile,8.7,0.292,0,8150.1
CUST00315,Robert,Williams,Other,23.0,MI,Credit,57805.43,619.0,True,True,2007-12-05,29746.02,Small,Purchase,No,4493.96,2025-06-15 08:29:00,"New York, NY",3327.61,Web,17.6,0.287,0,810.35
CUST00332,James,Jones,Female,36.0,CA,Savings,39792.08,448.0,False,True,2009-11-28,22056.85,Big,Deposit,No,4324.97,2025-06-15 17:28:00,"San Diego, CA",9721.97,ATM,15.6,0.123,0,8949.22
CUST00484,John,Smith,Female,49.0,FL,Credit,75863.4,374.0,False,False,2004-04-16,0.0,Large,Purchase,Yes,4673.12,2025-06-15 11:57:00,"Philadelphia, PA",6788.81,ATM,21.2,0.082,0,5480.45
CUST00311,Jennifer,Rodriguez,Male,41.0,NY,Savings,58748.12,560.0,True,False,2001-09-11,0.0,Big,Payment,Yes,1839.49,2025-06-15 19:11:00,"Dallas, TX",817.18,Web,23.8,0.316,0,8174.8
CUST00766,Mary,Smith,Male,40.0,NC,Credit,7334.39,832.0,False,True,2009-03-14,98863.44,Large,Payment,Yes,1743.61,2025-06-15 02:29:00,"Philadelphia, PA",1429.06,Web,16.3,0.426,0,4528.66
CUST00847,Mary,Johnson,Female,46.0,PA,Savings,77622.42,417.0,True,False,2004-02-14,0.0,Large,Withdrawal,Yes,3727.13,2025-06-15 21:20:00,"San Antonio, TX",5338.97,ATM,21.4,0.0,0,6439.34
CUST00621,Robert,Williams,Female,33.0,TX,Savings,90660.72,843.0,False,True,2013-07-08,73078.34,Small,Payment,No,3284.85,2025-06-15 05:28:00,"New York, NY",2576.37,Mobile,12.0,0.377,0,5268.76
CUST00086,John,Smith,Other,67.0,GA,Checking,53488.91,727.0,False,False,2006-12-30,0.0,Big,Purchase,No,4309.76,2025-06-15 20:27:00,"Dallas, TX",1082.17,ATM,18.5,0.31,0,7318.58
CUST00685,Patricia,Martinez,Female,49.0,IL,Checking,37246.17,526.0,True,False,2001-11-10,0.0,Big,Payment,Yes,3918.94,2025-06-15 22:24:00,"Dallas, TX",9609.66,Mobile,23.7,0.098,0,825.48
CUST00345,Elizabeth,Garcia,Other,57.0,OH,Savings,48160.69,787.0,False,True,2020-11-09,8954.24,Large,Purchase,No,4240.23,2025-06-15 02:48:00,"New York, NY",8177.68,ATM,4.6,0.246,0,612.92
CUST00190,William,Miller,Female,59.0,MI,Checking,13968.59,311.0,False,True,2019-08-19,60401.26,Small,Withdrawal,No,1910.65,2025-06-15 21:34:00,"Houston, TX",2419.19,Web,5.9,0.338,0,2478.56
CUST00375,Elizabeth,Jones,Female,72.0,NC,Credit,94446.53,582.0,False,False,2010-05-14,0.0,Large,Purchase,No,3662.78,2025-06-15 07:14:00,"San Jose, CA",6092.52,Mobile,15.1,0.293,0,1603.85
CUST00834,Patricia,Rodriguez,Other,78.0,OH,Credit,3036.51,719.0,True,True,2000-01-03,92817.49,Small,Deposit,Yes,1310.4,2025-06-15 03:26:00,"Los Angeles, CA",8669.11,ATM,25.5,0.261,0,8719.12
CUST00188,Robert,Miller,Male,32.0,NY,Investment,68488.7,378.0,True,False,2004-10-17,0.0,Big,Payment,Yes,1962.15,2025-06-15 10:17:00,"San Diego, CA",6084.18,ATM,20.7,0.551,0,2199.95
CUST00534,Jennifer,Smith,Other,63.0,NY,Investment,93265.73,464.0,False,False,2000-05-19,0.0,Large,Purchase,No,2896.94,2025-06-15 04:48:00,"San Diego, CA",838.87,ATM,25.1,0.513,0,9758.89
CUST00349,Mary,Johnson,Other,74.0,FL,Credit,33502.84,587.0,False,True,2007-08-19,25081.28,Large,Deposit,Yes,4137.83,2025-06-15 13:06:00,"Los Angeles, CA",6923.41,Mobile,17.9,0.23,0,3375.59
CUST00708,Robert,Davis,Female,30.0,IL,Checking,76033.4,453.0,True,True,2005-08-30,54629.77,Small,Purchase,No,2885.36,2025-06-15 21:30:00,"Los Angeles, CA",8689.29,Web,19.8,0.023,0,1829.36
CUST00558,Robert,Garcia,Other,59.0,TX,Investment,39223.85,813.0,True,True,2016-04-07,79135.73,Big,Transfer,Yes,3899.13,2025-06-15 07:20:00,"Houston, TX",2754.59,Mobile,9.2,0.156,0,7899.09
CUST00596,Mary,Williams,Female,72.0,CA,Credit,89502.65,567.0,False,False,2014-03-06,0.0,Big,Purchase,Yes,3824.83,2025-06-15 07:01:00,"New York, NY",8720.72,Mobile,11.3,0.0,0,6590.49
CUST00650,Patricia,Williams,Male,43.0,TX,Investment,19393.97,756.0,True,False,2022-08-05,0.0,Small,Transfer,No,870.9,2025-06-15 14:10:00,"Houston, TX",1133.11,Web,2.9,0.151,0,4986.98
CUST00016,Patricia,Martinez,Female,70.0,OH,Checking,72639.47,644.0,True,False,2005-02-06,0.0,Big,Payment,No,4581.27,2025-06-15 05:35:00,"San Antonio, TX",9399.31,Web,20.4,0.221,0,5558.08
CUST00522,Patricia,Brown,Male,42.0,MI,Investment,53886.31,495.0,True,True,2012-01-26,7489.81,Small,Deposit,No,652.45,2025-06-15 07:32:00,"Phoenix, AZ",7280.93,Web,13.4,0.22,0,7194.83
CUST00246,Mary,Garcia,Other,58.0,NC,Checking,20534.0,312.0,True,True,2012-06-18,18730.84,Small,Purchase,No,1991.25,2025-06-15 23:36:00,"Houston, TX",6269.48,Mobile,13.0,0.459,0,2292.26
CUST00553,William,Smith,Male,75.0,FL,Credit,58951.94,476.0,True,False,2017-08-11,0.0,Small,Withdrawal,No,4701.6,2025-06-15 03:56:00,"Houston, TX",5985.99,Mobile,7.9,0.048,0,9963.38
CUST00412,Linda,Martinez,Female,78.0,GA,Credit,64540.91,411.0,False,True,2011-09-16,57820.84,Large,Payment,No,1253.11,2025-06-15 01:16:00,"San Jose, CA",2418.88,ATM,13.8,0.381,0,9748.18
CUST00940,James,Smith,Female,27.0,OH,Savings,94093.45,730.0,True,False,2007-10-21,0.0,Small,Withdrawal,No,1410.26,2025-06-15 20:27:00,"Phoenix, AZ",7253.19,Web,17.7,0.28,0,6506.75
CUST00200,John,Williams,Female,21.0,CA,Savings,93300.51,,True,False,2004-07-31,0.0,Big,Transfer,Yes,2284.21,2025-06-15 09:25:00,"Phoenix, AZ",1717.68,ATM,20.9,0.225,0,2003.43
CUST00588,Jennifer,Miller,Female,59.0,PA,Savings,51573.27,396.0,True,True,2006-01-04,10986.79,Large,Purchase,No,2607.42,2025-06-15 11:34:00,"Dallas, TX",1742.68,Web,19.5,0.074,0,6805.48
CUST00615,Mary,Johnson,Female,65.0,PA,Checking,11035.94,785.0,False,True,2021-05-27,33799.53,Big,Payment,No,1542.37,2025-06-15 05:19:00,"Philadelphia, PA",1245.48,ATM,4.1,0.293,0,731.26
CUST00251,Jennifer,Brown,Male,44.0,MI,Checking,53694.49,637.0,True,False,2006-01-13,0.0,Large,Deposit,No,323.44,2025-06-15 19:30:00,"Phoenix, AZ",4633.37,Web,19.5,0.396,0,316.22
CUST00746,William,Miller,Male,26.0,IL,Checking,46513.4,575.0,True,True,2001-08-19,42540.64,Small,Withdrawal,No,3529.2,2025-06-15 09:10:00,"San Diego, CA",8694.54,Web,23.9,0.581,0,2584.25
CUST00425,Robert,Davis,Male,20.0,PA,Savings,72048.24,369.0,True,False,2008-07-06,0.0,Large,Payment,Yes,1683.99,2025-06-15 00:20:00,"Philadelphia, PA",217.33,ATM,17.0,0.384,0,4631.6
CUST00769,Jennifer,Johnson,Female,58.0,OH,Checking,8342.6,478.0,True,True,2000-01-19,99293.14,Large,Payment,No,3320.68,2025-06-15 14:14:00,"Los Angeles, CA",824.95,Mobile,25.5,0.16,0,8684.04
CUST00999,Linda,Garcia,Female,64.0,IL,Savings,95470.54,706.0,False,False,2009-08-06,0.0,Large,Purchase,No,963.89,2025-06-15 12:49:00,"Houston, TX",1272.68,Mobile,15.9,0.489,0,7274.42
CUST00452,John,Garcia,Male,22.0,PA,Savings,95413.28,461.0,True,True,2007-02-23,7234.91,Large,Purchase,No,1763.72,2025-06-15 06:07:00,"Dallas, TX",1582.52,Web,18.4,0.283,0,7429.64
CUST00595,James,Garcia,Male,75.0,CA,Credit,3583.03,803.0,True,False,2011-06-27,0.0,Small,Payment,No,2557.83,2025-06-15 21:21:00,"San Antonio, TX",318.63,Web,14.0,0.392,0,4260.68
CUST00621,Robert,Williams,Female,33.0,TX,Savings,90660.72,843.0,False,True,2013-07-08,26664.7,Big,Purchase,No,912.85,2025-06-15 23:25:00,"San Jose, CA",3207.79,Mobile,12.0,0.366,0,3465.89
CUST00032,Linda,Brown,Male,29.0,IL,Checking,30846.95,471.0,True,True,2009-05-13,51874.1,Large,Purchase,No,3638.32,2025-06-15 04:48:00,"Houston, TX",5808.11,ATM,16.1,0.427,0,3716.68
CUST00288,Jennifer,Garcia,Male,71.0,NY,Investment,84059.92,307.0,True,False,2009-12-23,0.0,Small,Withdrawal,Yes,630.36,2025-06-15 10:24:00,"Phoenix, AZ",2990.8,Web,15.5,0.086,0,9876.62
CUST00996,Michael,Martinez,Other,18.0,MI,Credit,43143.12,401.0,False,False,2001-09-07,0.0,Small,Transfer,Yes,3063.5,2025-06-15 02:54:00,"San Antonio, TX",2869.13,ATM,23.8,0.029,0,410.69
CUST00406,Patricia,Rodriguez,Male,63.0,GA,Savings,48529.36,772.0,True,True,2008-11-26,79210.75,Small,Payment,Yes,1595.05,2025-06-15 21:20:00,"Los Angeles, CA",4153.67,Web,16.6,0.459,0,8671.64
CUST00312,William,Johnson,Other,22.0,OH,Checking,3381.38,649.0,False,True,2002-06-01,45855.71,Large,Payment,Yes,4433.19,2025-06-15 08:33:00,"San Antonio, TX",2369.31,Web,23.1,0.654,0,5790.97
CUST00560,Michael,Garcia,Female,32.0,NC,Savings,95645.93,411.0,False,True,2013-04-17,55293.77,Big,Payment,No,759.72,2025-06-15 08:40:00,"Chicago, IL",9563.0,Mobile,12.2,0.0,0,4391.77
CUST00599,Robert,Rodriguez,Male,43.0,TX,Credit,39177.86,775.0,False,False,2020-11-10,0.0,Large,Withdrawal,No,1321.16,2025-06-15 09:26:00,"Dallas, TX",901.18,Mobile,4.6,0.242,0,7255.32
CUST00240,William,Johnson,Female,74.0,FL,Checking,57357.77,685.0,True,False,2017-11-03,0.0,Large,Transfer,Yes,2787.91,2025-06-15 12:02:00,"San Antonio, TX",1309.13,ATM,7.7,0.053,0,4871.82
CUST00919,Linda,Martinez,Other,52.0,FL,Savings,93988.0,454.0,True,False,2008-09-26,0.0,Small,Purchase,Yes,1043.4,2025-06-15 08:12:00,"Chicago, IL",4638.65,Mobile,16.8,0.188,0,8735.5
CUST00633,William,Rodriguez,Other,54.0,CA,Savings,23945.13,836.0,True,True,2022-02-23,82641.87,Big,Withdrawal,No,3032.72,2025-06-15 07:27:00,"Dallas, TX",1404.5,Web,3.4,0.32,0,9008.01
CUST00167,Michael,Davis,Other,52.0,OH,Savings,53550.17,704.0,True,False,2007-01-31,0.0,Big,Withdrawal,Yes,1455.81,2025-06-15 20:45:00,"Chicago, IL",8046.99,Mobile,18.4,0.327,0,4222.99
CUST00475,Elizabeth,Jones,Female,63.0,MI,Savings,10399.07,417.0,False,True,2009-05-01,27835.66,Big,Transfer,No,3433.34,2025-06-15 14:38:00,"Dallas, TX",2583.21,ATM,16.2,0.305,0,2775.51
CUST00026,Michael,Johnson,Male,47.0,TX,Investment,4784.96,744.0,True,False,2020-12-22,0.0,Small,Withdrawal,No,4304.06,2025-06-15 02:47:00,"San Diego, CA",2363.13,ATM,4.5,0.362,0,5927.58
CUST00646,William,Smith,Male,22.0,PA,Investment,211.9,676.0,False,False,2011-05-27,0.0,Small,Purchase,No,2009.58,2025-06-15 19:14:00,"Los Angeles, CA",3997.5,ATM,14.1,0.433,0,9124.51
CUST00095,John,Williams,Female,71.0,TX,Credit,51214.54,641.0,True,True,2020-04-03,19605.26,Large,Transfer,Yes,4813.05,2025-06-15 08:46:00,"New York, NY",7420.76,ATM,5.2,0.178,0,2114.52
CUST00288,Jennifer,Garcia,Male,71.0,NY,Investment,84059.92,307.0,True,False,2009-12-23,0.0,Small,Deposit,No,880.63,2025-06-15 14:55:00,"Dallas, TX",425.31,ATM,15.5,0.405,0,6233.44
CUST00897,James,Martinez,Female,66.0,FL,Savings,5264.51,492.0,True,True,2007-06-18,57114.58,Large,Purchase,Yes,1949.43,2025-06-15 00:06:00,"Philadelphia, PA",4427.36,ATM,18.0,0.391,0,6319.29
CUST00558,Robert,Garcia,Other,59.0,TX,Investment,39223.85,813.0,True,True,2016-04-07,34941.96,Large,Payment,Yes,2364.93,2025-06-15 19:21:00,"San Antonio, TX",3119.5,Mobile,9.2,0.035,0,7333.8
CUST00113,William,Miller,Female,79.0,MI,Credit,84459.62,311.0,False,False,2017-12-12,0.0,Big,Payment,Yes,635.09,2025-06-15 16:28:00,"Los Angeles, CA",7500.75,ATM,7.6,0.34,0,1324.36
CUST00922,Robert,Brown,Female,74.0,FL,Credit,18916.07,747.0,False,False,2010-04-17,0.0,Big,Withdrawal,No,4343.54,2025-06-15 23:52:00,"San Antonio, TX",7936.87,Mobile,15.2,0.368,0,7161.09
CUST00991,Elizabeth,Martinez,Other,22.0,TX,Checking,54986.48,823.0,True,False,2002-07-06,0.0,Small,Deposit,Yes,1410.82,2025-06-15 06:53:00,"San Jose, CA",5037.94,Web,23.0,0.427,0,9091.23
CUST00092,William,Rodriguez,Male,71.0,TX,Checking,9319.83,680.0,True,False,2015-07-27,0.0,Small,Payment,No,3320.18,2025-06-15 12:06:00,"San Antonio, TX",2768.87,Mobile,9.9,0.349,0,1805.03
CUST00110,Elizabeth,Rodriguez,Other,40.0,IL,Investment,14859.14,507.0,False,False,2015-04-07,0.0,Big,Deposit,No,1894.78,2025-06-15 11:20:00,"San Jose, CA",2781.24,Web,10.2,0.285,0,2383.06
CUST00552,Robert,Davis,Male,39.0,PA,Investment,71583.78,722.0,True,True,2021-06-25,27156.7,Big,Payment,No,427.93,2025-06-15 20:00:00,"Dallas, TX",4620.28,ATM,4.0,0.122,0,9714.24
CUST00825,William,Johnson,Male,28.0,MI,Savings,41649.15,402.0,False,True,2013-02-01,46521.02,Large,Purchase,Yes,2172.17,2025-06-15 02:16:00,"Phoenix, AZ",8614.21,Mobile,12.4,0.246,0,1817.96
CUST00223,Jennifer,Davis,Female,23.0,PA,Savings,54024.13,658.0,True,True,2008-11-01,23152.99,Small,Deposit,Yes,231.98,2025-06-15 15:11:00,"Houston, TX",7169.96,Mobile,16.7,0.669,0,8545.31
CUST00892,Michael,Smith,Other,30.0,IL,Checking,54036.59,589.0,True,False,2013-05-18,0.0,Small,Purchase,Yes,2284.55,2025-06-15 23:56:00,"San Jose, CA",5268.38,ATM,12.1,0.145,0,4927.86
CUST00249,William,Johnson,Other,23.0,NC,Credit,75488.07,792.0,False,False,2018-12-11,0.0,Big,Purchase,No,552.82,2025-06-15 09:00:00,"Los Angeles, CA",4698.94,Mobile,6.6,0.52,0,2479.84
CUST00735,Elizabeth,Rodriguez,Female,28.0,PA,Checking,60769.91,,True,False,2022-04-18,0.0,Large,Purchase,Yes,1188.57,2025-06-15 11:15:00,"Los Angeles, CA",2860.81,ATM,3.2,0.227,0,8708.79
CUST00637,Patricia,Garcia,Male,31.0,CA,Savings,19003.23,681.0,True,True,2006-08-21,30937.54,Big,Withdrawal,No,1745.01,2025-06-15 03:12:00,"Houston, TX",6932.23,Web,18.9,0.172,0,4458.6
CUST00606,Linda,Williams,Other,18.0,NC,Investment,93165.79,509.0,True,True,2006-09-27,,Small,Purchase,No,2833.82,2025-06-15 20:28:00,"San Jose, CA",8022.44,Mobile,18.8,0.466,0,5153.03
CUST00655,William,Jones,Female,50.0,NY,Credit,37731.87,455.0,True,True,2012-02-13,16079.4,Large,Purchase,Yes,1310.53,2025-06-15 03:43:00,"San Antonio, TX",1112.35,ATM,13.4,0.187,0,3598.74
CUST00612,Michael,Garcia,Other,49.0,OH,Investment,4973.48,558.0,False,True,2020-01-27,10500.44,Large,Deposit,Yes,3734.9,2025-06-15 15:28:00,"Houston, TX",8760.8,Mobile,5.4,0.331,0,5933.58
