Customer_ID,First_Name,Last_Name,Gender,Age,State,Account_Type,Account_Balance,Credit_Score,Email_Opt_In,Has_Loan,Join_Date,Loan_Amount,Business_Type,Transaction_Type,Pay_On_Time,Recent_Transaction_Amount,Transaction_Time,Transaction_Location,Avg_Monthly_Transaction,Device_Type,Account_Age_Years,Risk_Score,Is_Fraudulent
CUST00055,Patricia,Rodriguez,Male,20.0,IL,Checking,52407.87,782.0,False,True,2015-07-09,78979.44,Small,Transfer,Yes,607.32,2025-06-15 11:30:00,"Los Angeles, CA",5167.31,Mobile,10.0,0.233,0
CUST00096,William,Smith,Other,46.0,MI,Checking,15782.07,429.0,False,False,2004-05-07,0.0,Small,Purchase,No,4427.41,2025-06-15 22:42:00,"Dallas, TX",6000.49,Web,21.2,0.561,0
CUST00895,Linda,Brown,Male,74.0,CA,Investment,12384.78,495.0,True,True,2011-11-13,35127.85,Small,Withdrawal,No,2559.65,2025-06-15 22:20:00,"San Diego, CA",2673.22,Web,13.6,0.0,0
CUST00245,John,Williams,Male,30.0,PA,Investment,14398.49,364.0,False,False,2012-01-20,0.0,Large,Payment,No,4069.47,2025-06-15 11:36:00,"Philadelphia, PA",4635.3,Web,13.5,0.225,0
CUST00632,William,Williams,Male,68.0,MI,Credit,33467.49,546.0,True,True,2022-08-17,67099.63,Large,Transfer,No,4985.75,2025-06-15 07:51:00,"Philadelphia, PA",7645.59,Web,2.9,0.444,0
CUST00027,James,Brown,Other,55.0,OH,Savings,26940.38,597.0,True,False,2004-09-20,0.0,Small,Transfer,Yes,4063.69,2025-06-15 06:51:00,"San Antonio, TX",3071.38,Mobile,20.8,0.3,0
CUST00595,James,Garcia,Male,75.0,CA,Credit,3583.03,803.0,True,False,2011-06-27,0.0,Large,Transfer,Yes,695.15,2025-06-15 07:48:00,"San Jose, CA",6551.81,Web,14.0,0.425,0
CUST00537,Jennifer,Davis,Female,29.0,NC,Checking,5363.12,381.0,True,False,2008-09-03,0.0,Large,Transfer,No,648.05,2025-06-15 03:21:00,"New York, NY",7412.11,ATM,16.8,0.017,0
CUST00495,Jennifer,Smith,Male,57.0,OH,Savings,4512.13,648.0,False,True,2013-01-21,69106.57,Small,Purchase,Yes,4144.53,2025-06-15 22:03:00,"San Antonio, TX",9085.38,Mobile,12.4,0.31,0
CUST00642,Mary,Rodriguez,Male,47.0,OH,Checking,614.0,671.0,True,True,2014-01-06,14587.76,Large,Withdrawal,No,3747.58,2025-06-15 23:38:00,"Houston, TX",7806.61,ATM,11.5,0.115,0
CUST00340,John,Johnson,Other,58.0,NY,Investment,58786.62,822.0,True,True,2013-08-07,36038.14,Small,Payment,Yes,2392.18,2025-06-15 22:19:00,"Los Angeles, CA",5808.45,Mobile,11.9,0.222,0
CUST00847,Mary,Johnson,Female,46.0,PA,Savings,77622.42,417.0,True,False,2004-02-14,0.0,Large,Withdrawal,Yes,3849.45,2025-06-15 09:37:00,"San Diego, CA",5000.42,Mobile,21.4,0.141,0
CUST00719,Patricia,Garcia,Female,43.0,OH,Savings,54368.96,697.0,True,True,2010-10-02,18703.07,Large,Transfer,No,1148.96,2025-06-15 06:10:00,"Philadelphia, PA",5361.08,Mobile,14.8,0.322,0
CUST00770,Elizabeth,Williams,Male,47.0,OH,Investment,82468.95,431.0,False,True,2006-02-20,71154.13,Big,Deposit,Yes,3455.47,2025-06-15 10:10:00,"San Jose, CA",6665.04,ATM,19.4,0.443,0
CUST00912,Michael,Williams,Male,33.0,GA,Checking,25497.04,330.0,False,True,2010-04-06,98832.17,Large,Purchase,Yes,655.07,2025-06-15 23:34:00,"Los Angeles, CA",7999.84,Mobile,15.2,0.254,0
CUST00478,Patricia,Jones,Male,52.0,IL,Investment,96213.67,497.0,True,False,2000-06-23,0.0,Small,Transfer,Yes,4416.58,2025-06-15 17:50:00,"Phoenix, AZ",1332.55,Mobile,25.0,0.24,0
CUST00159,Linda,Davis,Male,51.0,IL,Credit,57642.24,515.0,True,False,2013-05-20,0.0,Small,Deposit,No,49.91,2025-06-15 18:43:00,"New York, NY",1295.27,Mobile,12.1,0.529,0
CUST00544,Michael,Martinez,Female,49.0,MI,Investment,9260.76,460.0,True,False,2000-02-19,0.0,Small,Deposit,Yes,2826.19,2025-06-15 11:23:00,"Phoenix, AZ",6773.65,Web,25.4,0.029,0
CUST00699,Jennifer,Brown,Male,29.0,NC,Credit,23082.36,849.0,True,False,2019-12-23,0.0,Large,Purchase,No,1818.84,2025-06-15 00:15:00,"San Diego, CA",2453.34,Web,5.5,0.0,0
CUST00237,James,Brown,Male,79.0,PA,Credit,87875.05,754.0,True,True,2010-02-26,30138.77,Big,Purchase,Yes,2432.76,2025-06-15 17:47:00,"Dallas, TX",7153.95,Mobile,15.4,0.264,0
CUST00855,Robert,Johnson,Female,39.0,TX,Investment,43772.82,595.0,False,False,2007-10-25,0.0,Large,Deposit,No,560.91,2025-06-15 12:26:00,"San Antonio, TX",1805.03,Web,17.7,0.183,0
CUST00150,Mary,Johnson,Male,59.0,TX,Checking,8879.97,615.0,True,True,2005-05-02,57396.85,Large,Deposit,Yes,1638.26,2025-06-15 10:36:00,"New York, NY",2382.44,ATM,20.2,0.656,0
CUST00966,Michael,Brown,Other,26.0,NY,Investment,63057.85,410.0,False,False,2001-10-12,0.0,Small,Deposit,Yes,1385.64,2025-06-15 18:49:00,"Philadelphia, PA",493.78,Mobile,23.7,0.485,0
CUST00392,Elizabeth,Brown,Male,25.0,OH,Investment,3519.39,427.0,False,True,2022-08-28,30332.72,Big,Transfer,Yes,3087.66,2025-06-15 03:36:00,"Chicago, IL",4115.49,ATM,2.8,0.445,0
CUST00172,John,Davis,Male,52.0,NC,Investment,71124.15,836.0,True,False,2015-10-26,0.0,Small,Payment,Yes,4756.25,2025-06-15 10:39:00,"Chicago, IL",5329.56,Web,9.7,0.207,0
CUST00169,Linda,Garcia,Male,57.0,IL,Checking,83874.4,765.0,False,True,2003-10-10,77607.27,Large,Deposit,Yes,2990.57,2025-06-15 12:27:00,"Dallas, TX",2191.44,Web,21.7,0.17,0
CUST00106,William,Garcia,Male,65.0,PA,Savings,76019.55,776.0,False,False,2018-04-23,0.0,Big,Purchase,No,2453.83,2025-06-15 04:56:00,"Houston, TX",8137.8,ATM,7.2,0.724,0
CUST00302,Michael,Martinez,Female,49.0,TX,Investment,78800.21,527.0,False,False,2017-09-22,0.0,Big,Purchase,Yes,1679.25,2025-06-15 22:30:00,"Phoenix, AZ",7454.63,ATM,7.8,0.371,0
CUST00978,Michael,Rodriguez,Female,23.0,TX,Savings,75958.5,463.0,False,False,2009-09-09,0.0,Big,Withdrawal,No,243.81,2025-06-15 04:24:00,"Houston, TX",7446.17,ATM,15.8,0.465,0
CUST00507,Robert,Brown,Other,43.0,TX,Savings,74531.95,847.0,False,False,2017-08-05,0.0,Large,Purchase,No,4637.53,2025-06-15 05:16:00,"San Jose, CA",1680.33,Web,7.9,0.244,0
CUST00102,William,Miller,Other,79.0,FL,Investment,98627.07,563.0,True,False,2020-09-22,0.0,Small,Payment,No,3357.38,2025-06-15 06:50:00,"San Diego, CA",2271.63,Mobile,4.8,0.233,0
CUST00753,William,Jones,Other,35.0,PA,Savings,95269.6,364.0,True,False,2012-12-12,0.0,Large,Transfer,Yes,4002.53,2025-06-15 23:58:00,"San Antonio, TX",5676.34,Mobile,12.6,0.103,0
CUST00383,James,Williams,Other,37.0,NY,Investment,12365.41,652.0,True,False,2001-10-22,0.0,Large,Payment,No,1790.76,2025-06-15 23:52:00,"Los Angeles, CA",2583.35,Web,23.7,0.206,0
CUST00913,Michael,Smith,Male,71.0,PA,Savings,52220.83,687.0,True,False,2018-05-24,0.0,Big,Deposit,Yes,3244.68,2025-06-15 09:50:00,"San Antonio, TX",2851.83,ATM,7.1,0.0,0
CUST00307,Mary,Johnson,Female,73.0,CA,Investment,92303.73,798.0,True,True,2014-12-04,51803.65,Small,Payment,Yes,1984.7,2025-06-15 23:01:00,"San Diego, CA",8577.61,ATM,10.6,0.424,0
CUST00930,John,Davis,Other,18.0,MI,Savings,37492.25,424.0,False,False,2013-08-28,0.0,Small,Purchase,Yes,1398.44,2025-06-15 15:57:00,"Chicago, IL",9203.49,ATM,11.8,0.174,0
CUST00481,Linda,Garcia,Other,69.0,GA,Investment,52177.94,698.0,True,True,2011-05-23,96486.81,Small,Deposit,Yes,298.1,2025-06-15 18:05:00,"Dallas, TX",9219.26,Mobile,14.1,0.231,0
CUST00534,Jennifer,Smith,Other,63.0,NY,Investment,93265.73,464.0,False,False,2000-05-19,0.0,Small,Deposit,No,4523.74,2025-06-15 13:42:00,"San Jose, CA",7906.5,Web,25.1,0.201,0
CUST00593,William,Brown,Other,36.0,OH,Credit,62331.44,726.0,False,True,2010-07-16,21311.81,Large,Purchase,No,637.99,2025-06-15 11:26:00,"Philadelphia, PA",1384.63,Web,15.0,0.011,0
CUST00672,Robert,Johnson,Female,49.0,PA,Savings,70886.34,547.0,False,True,2021-12-20,59153.29,Small,Withdrawal,No,3220.95,2025-06-15 03:34:00,"San Antonio, TX",7498.19,Mobile,3.5,0.085,0
CUST00615,Mary,Johnson,Female,65.0,PA,Checking,11035.94,785.0,False,True,2021-05-27,14497.03,Big,Deposit,Yes,3389.69,2025-06-15 20:58:00,"Houston, TX",8403.29,ATM,4.1,0.318,0
CUST00807,Robert,Smith,Male,70.0,GA,Checking,74453.48,848.0,True,True,2001-10-20,87676.78,Small,Purchase,No,3876.65,2025-06-15 16:19:00,"Chicago, IL",3631.89,Web,23.7,0.278,0
CUST00610,Robert,Miller,Male,64.0,MI,Checking,607.71,685.0,False,False,2002-03-27,0.0,Large,Transfer,No,849.08,2025-06-15 20:12:00,"Phoenix, AZ",5878.05,Mobile,23.3,0.277,0
CUST00111,Elizabeth,Davis,Female,77.0,OH,Savings,13398.38,745.0,False,False,2004-05-08,0.0,Small,Deposit,Yes,1360.09,2025-06-15 07:49:00,"San Antonio, TX",6576.52,ATM,21.2,0.537,0
CUST00976,Linda,Miller,Other,52.0,NC,Checking,16927.59,583.0,False,False,2014-04-29,0.0,Big,Withdrawal,No,1357.36,2025-06-15 03:48:00,"Chicago, IL",2884.96,Web,11.2,0.331,0
CUST00235,Mary,Martinez,Other,42.0,CA,Investment,69402.39,391.0,False,False,2007-01-10,0.0,Big,Purchase,Yes,2336.79,2025-06-15 07:32:00,"New York, NY",8740.64,Web,18.5,0.121,0
CUST00713,William,Rodriguez,Other,78.0,MI,Investment,74609.12,472.0,False,True,2000-07-14,18554.92,Small,Payment,No,3097.22,2025-06-15 03:40:00,"Phoenix, AZ",6618.97,ATM,25.0,0.435,0
CUST00058,William,Davis,Other,24.0,PA,Checking,45988.75,731.0,True,False,2006-02-13,0.0,Large,Payment,No,3812.16,2025-06-15 15:29:00,"Philadelphia, PA",4426.33,Web,19.4,0.481,0
CUST00987,John,Davis,Female,47.0,MI,Savings,52709.72,775.0,True,True,2003-12-19,68128.67,Big,Withdrawal,No,2.94,2025-06-15 07:05:00,"New York, NY",516.66,ATM,21.5,0.187,0
CUST00314,Robert,Johnson,Other,51.0,CA,Checking,24897.82,819.0,False,True,2003-07-20,27827.88,Small,Deposit,Yes,2314.24,2025-06-15 03:42:00,"New York, NY",9414.16,Web,22.0,0.131,0
CUST00952,Michael,Jones,Female,53.0,NC,Savings,28939.69,653.0,False,False,2003-06-12,0.0,Large,Transfer,Yes,2188.23,2025-06-15 03:49:00,"New York, NY",850.87,ATM,22.1,0.204,0
CUST00776,Robert,Williams,Female,42.0,NC,Investment,82161.93,791.0,True,False,2018-11-23,0.0,Large,Deposit,No,20.55,2025-06-15 16:00:00,"Philadelphia, PA",2830.87,Web,6.6,0.4,0
CUST00219,Michael,Williams,Other,62.0,PA,Checking,45249.67,379.0,False,False,2003-11-02,0.0,Small,Payment,No,4589.47,2025-06-15 06:04:00,"Dallas, TX",8777.34,Web,21.7,0.318,0
CUST00237,James,Brown,Male,79.0,PA,Credit,87875.05,754.0,True,True,2010-02-26,75952.03,Small,Transfer,No,4840.33,2025-06-15 10:50:00,"San Jose, CA",6729.5,ATM,15.4,0.277,0
CUST00369,Linda,Rodriguez,Female,79.0,MI,Credit,72109.23,833.0,False,True,2008-08-28,76906.53,Big,Payment,Yes,4950.5,2025-06-15 20:02:00,"San Diego, CA",9441.7,Mobile,16.9,0.561,0
CUST00472,John,Jones,Male,41.0,CA,Investment,333.71,412.0,False,False,2003-09-25,0.0,Small,Withdrawal,No,2822.74,2025-06-15 08:14:00,"Houston, TX",6608.94,ATM,21.8,0.38,0
CUST00123,Michael,Miller,Male,42.0,NC,Checking,84086.93,663.0,False,False,2013-07-16,0.0,Big,Deposit,Yes,1533.86,2025-06-15 18:52:00,"San Antonio, TX",4844.99,Web,12.0,0.627,0
CUST00066,John,Garcia,Other,31.0,FL,Investment,58007.03,553.0,True,False,2005-07-07,0.0,Big,Deposit,No,1852.76,2025-06-15 01:12:00,"New York, NY",5991.01,Web,20.0,0.32,0
CUST00348,Jennifer,Jones,Other,45.0,NY,Credit,10387.85,471.0,True,True,2003-04-11,76439.37,Big,Deposit,Yes,3934.69,2025-06-15 04:08:00,"Houston, TX",994.75,ATM,22.2,0.0,0
CUST00711,Patricia,Rodriguez,Female,63.0,IL,Investment,32142.2,574.0,True,False,2002-03-13,0.0,Large,Payment,Yes,1126.27,2025-06-15 15:58:00,"Houston, TX",4962.44,Mobile,23.3,0.079,0
CUST00593,William,Brown,Other,36.0,OH,Credit,62331.44,726.0,False,True,2010-07-16,82740.14,Large,Withdrawal,Yes,1759.9,2025-06-15 13:02:00,"New York, NY",6957.7,Web,15.0,0.173,0
CUST00653,John,Martinez,Other,56.0,IL,Credit,56028.45,775.0,False,True,2003-08-30,26754.28,Big,Transfer,No,3957.01,2025-06-15 02:42:00,"Philadelphia, PA",1160.5,ATM,21.9,0.216,0
CUST00529,William,Davis,Female,53.0,NC,Savings,46248.09,498.0,False,True,2019-12-18,77184.75,Large,Deposit,Yes,4087.29,2025-06-15 18:20:00,"Phoenix, AZ",9216.43,ATM,5.5,0.518,0
CUST00895,Linda,Brown,Male,74.0,CA,Investment,12384.78,495.0,True,True,2011-11-13,40442.77,Big,Withdrawal,Yes,4914.54,2025-06-15 11:53:00,"Los Angeles, CA",6785.96,ATM,13.6,0.636,0
CUST00665,Linda,Jones,Male,51.0,PA,Investment,75394.51,578.0,True,True,2002-10-11,85002.94,Small,Withdrawal,No,4309.75,2025-06-15 16:55:00,"San Antonio, TX",5268.52,ATM,22.7,0.309,0
CUST00368,Mary,Williams,Female,65.0,NC,Credit,55716.49,644.0,False,True,2001-11-23,82037.65,Small,Transfer,No,52.37,2025-06-15 02:31:00,"Los Angeles, CA",3134.11,Web,23.6,0.634,0
CUST00042,Michael,Johnson,Male,45.0,NY,Investment,80523.96,677.0,False,True,2017-05-08,83104.65,Large,Payment,Yes,205.63,2025-06-15 03:59:00,"Chicago, IL",7588.83,Mobile,8.2,0.524,0
CUST00036,Robert,Williams,Other,61.0,NC,Checking,79202.6,417.0,False,True,2009-12-16,30799.89,Small,Transfer,Yes,1172.97,2025-06-15 19:16:00,"San Jose, CA",9513.53,ATM,15.6,0.0,0
CUST00877,James,Rodriguez,Other,20.0,CA,Checking,14661.08,372.0,False,True,2000-02-23,52726.66,Big,Withdrawal,No,4865.51,2025-06-15 22:19:00,"New York, NY",5854.73,ATM,25.4,0.0,0
CUST00475,Elizabeth,Jones,Female,63.0,MI,Savings,10399.07,417.0,False,True,2009-05-01,85349.32,Big,Purchase,Yes,574.86,2025-06-15 19:22:00,"Houston, TX",9541.48,Mobile,16.2,0.065,0
CUST00509,William,Smith,Female,57.0,NY,Checking,45568.85,713.0,False,False,2002-09-26,0.0,Large,Deposit,No,1609.34,2025-06-15 10:15:00,"Philadelphia, PA",3797.58,ATM,22.8,0.56,0
CUST00580,Patricia,Martinez,Male,52.0,CA,Checking,82637.95,378.0,False,True,2015-06-04,55374.64,Large,Purchase,No,2713.85,2025-06-15 10:45:00,"San Antonio, TX",6812.65,Mobile,10.1,0.275,0
CUST00611,John,Smith,Female,51.0,OH,Investment,69601.86,686.0,True,True,2019-12-31,98135.9,Big,Withdrawal,Yes,4563.82,2025-06-15 04:12:00,"San Diego, CA",320.67,Web,5.5,0.545,0
CUST00571,John,Rodriguez,Male,22.0,NC,Savings,40217.87,690.0,True,True,2016-11-12,1711.31,Large,Deposit,No,2521.0,2025-06-15 05:04:00,"San Jose, CA",9651.76,Mobile,8.6,0.314,0
CUST00180,Elizabeth,Williams,Female,22.0,PA,Checking,93208.23,680.0,False,False,2012-02-11,0.0,Small,Purchase,Yes,2065.4,2025-06-15 05:22:00,"Chicago, IL",191.86,Mobile,13.4,0.0,0
CUST00333,Mary,Brown,Female,43.0,FL,Checking,42736.21,787.0,True,False,2004-06-24,0.0,Large,Withdrawal,Yes,2876.71,2025-06-15 03:45:00,"Dallas, TX",1155.0,Mobile,21.0,0.358,0
CUST00783,Elizabeth,Jones,Male,29.0,NY,Credit,61698.8,513.0,False,False,2012-01-08,0.0,Large,Withdrawal,No,1233.69,2025-06-15 15:54:00,"San Diego, CA",2985.4,ATM,13.5,0.363,0
CUST00654,William,Garcia,Male,53.0,NY,Investment,11672.8,576.0,True,True,2003-03-30,9454.51,Small,Purchase,Yes,923.32,2025-06-15 11:12:00,"Chicago, IL",1361.28,Mobile,22.3,0.612,0
CUST00864,John,Davis,Female,77.0,NY,Credit,39964.69,348.0,True,True,2008-01-21,14547.3,Big,Purchase,No,151.64,2025-06-15 12:08:00,"Houston, TX",196.62,Web,17.5,0.549,0
CUST00522,Patricia,Brown,Male,42.0,MI,Investment,53886.31,495.0,True,True,2012-01-26,87306.73,Large,Deposit,No,3748.27,2025-06-15 08:13:00,"San Jose, CA",6384.87,Mobile,13.4,0.106,0
CUST00856,Mary,Johnson,Male,69.0,FL,Checking,9829.6,557.0,True,True,2010-05-20,56251.65,Large,Withdrawal,Yes,2804.9,2025-06-15 00:32:00,"Philadelphia, PA",3315.9,Mobile,15.1,0.57,0
CUST00002,Patricia,Davis,Other,69.0,MI,Investment,74982.87,623.0,True,False,2007-09-09,0.0,Big,Withdrawal,No,1846.97,2025-06-15 23:31:00,"New York, NY",9455.65,Mobile,17.8,0.483,0
CUST00117,Robert,Miller,Female,62.0,MI,Credit,35479.25,536.0,False,True,2003-05-13,913.0,Big,Purchase,No,2395.01,2025-06-15 09:56:00,"San Antonio, TX",374.57,ATM,22.2,0.497,0
CUST00409,John,Williams,Female,71.0,NC,Checking,69914.7,601.0,True,True,2000-10-05,96911.78,Big,Purchase,Yes,3541.1,2025-06-15 17:57:00,"New York, NY",2238.94,Mobile,24.8,0.0,0
CUST00458,William,Jones,Male,52.0,IL,Investment,84168.81,705.0,False,True,2005-03-29,36847.02,Large,Deposit,Yes,3342.26,2025-06-15 05:11:00,"San Antonio, TX",101.89,Mobile,20.3,0.581,0
CUST00143,Robert,Garcia,Male,34.0,IL,Credit,33101.81,765.0,False,True,2015-11-11,5051.64,Small,Deposit,No,3642.2,2025-06-15 09:11:00,"San Diego, CA",2334.63,Mobile,9.6,0.118,0
CUST00702,Michael,Brown,Other,50.0,NC,Savings,96327.34,846.0,True,False,2020-09-04,0.0,Small,Withdrawal,No,4501.52,2025-06-15 04:39:00,"San Jose, CA",2440.54,ATM,4.8,0.323,0
CUST00983,James,Johnson,Male,42.0,PA,Credit,91432.23,439.0,True,True,2018-09-20,10100.4,Small,Deposit,Yes,3914.97,2025-06-15 20:21:00,"San Diego, CA",8934.14,Mobile,6.8,0.387,0
CUST00489,James,Garcia,Female,42.0,OH,Savings,98059.62,437.0,True,True,2022-07-18,60483.31,Big,Payment,Yes,3867.01,2025-06-15 03:14:00,"Philadelphia, PA",9113.92,Mobile,3.0,0.09,0
CUST00563,William,Johnson,Female,77.0,NY,Investment,58896.57,397.0,True,False,2016-03-08,0.0,Small,Purchase,No,151.04,2025-06-15 07:51:00,"Los Angeles, CA",8863.83,Mobile,9.3,0.493,0
CUST00927,Jennifer,Rodriguez,Other,31.0,IL,Investment,25605.12,841.0,True,False,2016-07-08,0.0,Small,Payment,No,1829.96,2025-06-15 14:49:00,"Philadelphia, PA",6558.81,Mobile,9.0,0.56,0
CUST00156,William,Miller,Other,26.0,GA,Savings,69726.45,341.0,True,False,2022-01-08,0.0,Large,Purchase,No,4383.83,2025-06-15 15:39:00,"Los Angeles, CA",347.78,Web,3.5,0.665,0
CUST00804,Elizabeth,Martinez,Female,76.0,TX,Credit,61612.63,681.0,True,True,2010-06-13,58306.14,Big,Withdrawal,No,3606.68,2025-06-15 17:28:00,"Dallas, TX",9783.7,Web,15.1,0.57,0
CUST00171,John,Rodriguez,Female,44.0,OH,Checking,96802.61,565.0,False,False,2004-02-28,0.0,Big,Purchase,Yes,2437.37,2025-06-15 10:33:00,"San Diego, CA",720.91,ATM,21.4,0.155,0
CUST00028,Patricia,Martinez,Female,19.0,PA,Checking,2316.26,335.0,False,False,2022-05-27,0.0,Large,Purchase,No,4734.07,2025-06-15 18:27:00,"New York, NY",9107.08,Mobile,3.1,0.744,0
CUST00927,Jennifer,Rodriguez,Other,31.0,IL,Investment,25605.12,841.0,True,False,2016-07-08,0.0,Small,Purchase,Yes,2930.5,2025-06-15 04:10:00,"Chicago, IL",5054.83,Web,9.0,0.437,0
CUST00199,Robert,Williams,Female,49.0,MI,Checking,40910.98,429.0,False,False,2011-07-15,0.0,Small,Transfer,No,143.34,2025-06-15 16:13:00,"Chicago, IL",557.39,ATM,14.0,0.184,0
CUST00411,John,Rodriguez,Male,33.0,GA,Checking,21880.51,365.0,False,False,2013-07-29,0.0,Small,Purchase,No,3750.9,2025-06-15 13:08:00,"Chicago, IL",286.33,Mobile,11.9,0.184,0
CUST00314,Robert,Johnson,Other,51.0,CA,Checking,24897.82,819.0,False,True,2003-07-20,48799.48,Small,Withdrawal,No,4974.64,2025-06-15 11:28:00,"Los Angeles, CA",191.83,ATM,22.0,0.606,0
CUST00040,John,Smith,Male,76.0,NC,Credit,78488.36,820.0,False,True,2005-06-22,75712.17,Large,Payment,No,2816.99,2025-06-15 05:25:00,"Dallas, TX",4569.66,Mobile,20.0,0.339,0
CUST00914,James,Smith,Female,38.0,CA,Checking,34331.08,733.0,True,False,2007-01-25,0.0,Small,Deposit,No,1125.09,2025-06-15 22:57:00,"San Jose, CA",3173.72,ATM,18.4,0.0,0
CUST00906,Robert,Williams,Male,62.0,FL,Investment,48041.72,694.0,False,True,2020-12-08,4272.99,Big,Purchase,Yes,4746.67,2025-06-15 08:13:00,"New York, NY",8166.48,ATM,4.6,0.373,0
CUST00515,Robert,Williams,Female,56.0,NC,Savings,48158.08,699.0,True,True,2004-01-21,58453.73,Small,Transfer,No,4707.69,2025-06-15 15:56:00,"Los Angeles, CA",1689.43,Web,21.5,0.346,0
CUST00432,James,Martinez,Male,39.0,TX,Investment,63346.5,835.0,True,True,2000-07-24,43799.74,Large,Payment,Yes,581.1,2025-06-15 20:00:00,"Dallas, TX",9971.15,Web,25.0,0.365,0
CUST00446,Robert,Rodriguez,Female,38.0,IL,Credit,43775.62,825.0,False,True,2015-07-20,50874.63,Large,Payment,Yes,570.54,2025-06-15 12:26:00,"San Antonio, TX",2639.98,ATM,10.0,0.019,0
CUST00043,Michael,Garcia,Other,77.0,CA,Savings,90324.79,451.0,True,False,2010-03-24,0.0,Small,Deposit,No,4049.74,2025-06-15 02:15:00,"Los Angeles, CA",4017.2,Web,15.3,0.493,0
CUST00542,William,Brown,Female,51.0,FL,Investment,27241.53,744.0,True,True,2002-06-06,Ten Thousand,Large,Purchase,Yes,4316.81,2025-06-15 12:37:00,"Dallas, TX",5835.28,Mobile,23.1,0.149,0
CUST00845,John,Williams,Male,19.0,PA,Investment,83616.21,565.0,False,True,2001-11-01,61327.78,Large,Payment,No,1032.86,2025-06-15 03:26:00,"New York, NY",587.92,ATM,23.7,0.066,0
CUST00962,Robert,Garcia,Male,53.0,MI,Savings,37629.66,798.0,True,False,2021-06-11,0.0,Small,Transfer,No,3177.17,2025-06-15 21:11:00,"Philadelphia, PA",8184.33,ATM,4.1,0.183,0
CUST00979,Linda,Rodriguez,Other,35.0,NC,Investment,50094.49,363.0,True,False,2021-06-24,0.0,Small,Withdrawal,Yes,2631.31,2025-06-15 16:41:00,"San Diego, CA",5983.26,Web,4.0,0.379,0
CUST00175,William,Brown,Other,54.0,FL,Credit,53031.02,463.0,True,True,2014-08-30,17507.31,Small,Payment,Yes,600.29,2025-06-15 19:02:00,"San Jose, CA",8700.97,Web,10.8,0.072,0
CUST00489,James,Garcia,Female,42.0,OH,Savings,98059.62,437.0,True,True,2022-07-18,11521.44,Large,Purchase,No,4073.9,2025-06-15 05:59:00,"Dallas, TX",6288.01,Mobile,3.0,0.037,0
CUST00318,John,Smith,Female,65.0,FL,Savings,31216.17,667.0,True,True,2014-09-10,86623.53,Large,Withdrawal,Yes,2402.7,2025-06-15 20:51:00,"Phoenix, AZ",975.67,ATM,10.8,0.196,0
CUST00087,Patricia,Brown,Other,57.0,TX,Checking,35663.55,838.0,True,False,2014-10-23,0.0,Big,Purchase,Yes,3919.64,2025-06-15 23:09:00,"San Jose, CA",8002.37,Mobile,10.7,0.256,0
CUST00021,Linda,Johnson,Male,39.0,NC,Investment,25219.1,407.0,False,True,2010-10-10,14022.01,Small,Payment,No,2893.09,2025-06-15 19:30:00,"Philadelphia, PA",856.16,Web,14.7,0.58,0
CUST00487,James,Miller,Female,150.0,NY,Checking,72437.92,804.0,False,True,2016-07-08,86796.14,Large,Payment,Yes,3761.21,2025-06-15 12:43:00,"San Diego, CA",666.46,ATM,9.0,0.207,0
CUST00960,William,Martinez,Female,54.0,NC,Savings,31787.85,438.0,True,False,2001-07-26,0.0,Small,Payment,No,4851.0,2025-06-15 00:31:00,"New York, NY",6099.9,Web,23.9,0.617,0
CUST00038,Robert,Jones,Female,66.0,OH,Checking,48056.59,519.0,False,False,2016-03-26,0.0,Big,Transfer,Yes,2542.81,2025-06-15 15:08:00,"Dallas, TX",7031.02,ATM,9.3,0.0,0
CUST00347,Patricia,Brown,Other,28.0,GA,Credit,76559.09,713.0,True,False,2004-08-03,0.0,Large,Payment,No,2772.81,2025-06-15 04:39:00,"San Antonio, TX",3092.19,Web,20.9,0.514,0
CUST00159,Linda,Davis,Male,51.0,IL,Credit,57642.24,515.0,True,False,2013-05-20,0.0,Small,Payment,No,4868.56,2025-06-15 08:11:00,"San Antonio, TX",3699.79,Web,12.1,0.433,0
CUST00089,Mary,Martinez,Male,19.0,IL,Investment,12961.96,448.0,True,True,2003-05-23,82996.1,Small,Withdrawal,Yes,4437.88,2025-06-15 03:03:00,"Phoenix, AZ",3575.55,Web,22.1,0.231,0
CUST00995,James,Rodriguez,Male,71.0,PA,Investment,82257.1,527.0,False,False,2004-08-05,0.0,Small,Transfer,Yes,1757.85,2025-06-15 07:23:00,"Houston, TX",6550.14,Web,20.9,0.291,0
CUST00193,Michael,Rodriguez,Male,68.0,FL,Savings,47369.3,842.0,True,True,2001-06-23,98198.4,Large,Deposit,No,4579.46,2025-06-15 05:01:00,"San Diego, CA",6311.93,Web,24.0,0.338,0
CUST00789,Robert,Jones,Female,24.0,OH,Savings,78363.93,748.0,True,False,2002-03-27,0.0,Small,Payment,No,574.09,2025-06-15 23:28:00,"Los Angeles, CA",8314.03,Mobile,23.3,0.366,0
CUST00158,John,Garcia,Other,29.0,MI,Savings,89671.37,457.0,True,True,2016-03-01,59344.52,Small,Purchase,Yes,955.26,2025-06-15 05:19:00,"Chicago, IL",4989.35,Mobile,9.3,0.405,0
